row	clean_label	source_id	column	old_value	new_value
73	uncinate fasciculus	SNOMED:85637007	synonyms	UF ; UNC	IC - Internal capsule ; Internal capsule of brain ; Internal capsule structure of brain ; Internal capsule ; Internal capsule structure
73	uncinate fasciculus	SNOMED:85637007	Incoming: subClassOf		Entire internal capsule ; Part of internal capsule of brain
73	uncinate fasciculus	UBERON:0003044	IRI		http://purl.obolibrary.org/obo/UBERON_0003044
74	ventral amygdalofugal pathway	UBERON:0002981	Label_uberon	ventral amygdalofugal pathway	pulvinar nucleus
74	ventral amygdalofugal pathway	UBERON:0002981	Synonyms_uberon		Pul ; nuclei pulvinares ; nucleus pulvinaris thalami ; nucleus pulvinaris ; posterior nucleus (P) ; pulvinar nuclei ; pulvinar thalami ; pulvinar thalamus ; pulvinar
74	ventral amygdalofugal pathway	UBERON:0002981	IRI		http://purl.obolibrary.org/obo/UBERON_0002981
74	ventral amygdalofugal pathway	UBERON:0002981	Annotation: database_cross_reference		BAMS:PUL ; BAMS:Pul ; BAMS:Pulv ; BIRNLEX:824 ; BM:Die-Th-Pl ; BTO:0004352 ; DHBA:10409 ; EV:0100213 ; FMA:62178 ; GAID:662 ; MESH:D020649 ; SCTID:279157006 ; Wikipedia:Pulvinar_nuclei ; UMLS:C0152347
74	ventral amygdalofugal pathway	UBERON:0002981	Incoming: part of - uberon		lateral pulvinar nucleus ; medial pulvinar nucleus ; oral pulvinar nucleus ; inferior pulvinar nucleus
75	vertical occipital fasciculus	SNOMED:80434005	Label_snomed		vertical occipital fasciculus
75	vertical occipital fasciculus	SNOMED:80434005	synonyms	VOF	Perpendicular fasciculus ; Vertical occipital fasciculus ; Structure of vertical occipital fasciculus
75	vertical occipital fasciculus	SNOMED:80434005	Incoming: subClassOf		Entire vertical occipital fasciculus
78	cerebral peduncle	SNOMED:362391000	Label_snomed	Cerebral peduncle structure	Entire cerebral peduncle
78	cerebral peduncle	SNOMED:362391000	synonyms	CP ; CRU	Entire cerebral peduncle
78	cerebral peduncle	UBERON:0002594	Label_uberon	cerebral peduncle	dentatothalamic tract
78	cerebral peduncle	UBERON:0002594	Synonyms_uberon	pedunculus cerebri ; crus cerebri	DT ; dentatothalamic fibers ; tractus dentatothalamicus
78	cerebral peduncle	UBERON:0002594	Annotation: database_cross_reference	FMA:62394 ; SCTID:362391000	BAMS:dt ; BIRNLEX:1104 ; DHBA:12357 ; FMA:72462 ; Wikipedia:Dentatothalamic_tract ; UMLS:C0175411 ; neuronames:534
79	corona radiata	UBERON:0004682	Label_uberon	corona radiata	corona radiata of neuraxis
79	corona radiata	UBERON:0004682	Annotation: database_cross_reference	FMA:83981 ; neuronames:447 ; DHBA:12030	DHBA:12030 ; FMA:18661 ; HBA:265505046 ; NLXANAT:090903 ; Wikipedia:Corona_radiata ; neuronames:1446
79	corona radiata	UBERON:0004682	Incoming: part of - uberon		anterior corona radiata ; superior corona radiata ; posterior corona radiata
83	posterior thalamic radiation	UBERON:0034747	Synonyms_uberon	posterior thalamic radiation	posterior thalamic radiation ; posterior thalamic radiations ; pthr ; radiatio posterior thalami ; radiatio thalamica posterior ; radiationes thalamicae posteriores
83	posterior thalamic radiation	UBERON:0034747	IRI	http://purl.obolibrary.org/obo/UBERON_0022264	http://purl.obolibrary.org/obo/UBERON_0034747
83	posterior thalamic radiation	UBERON:0034747	Annotation: database_cross_reference	FMA:276650 ; SCTID:369201007	DHBA:12053 ; FMA:76982 ; neuronames:2083
85	external capsule	SNOMED:279300007	Label_snomed	External capsule (body structure)	External capsule
85	external capsule	SNOMED:279300007	synonyms	EC	Structure of external capsule ; External capsule
85	external capsule	SNOMED:279300007	Incoming: subClassOf		Entire external capsule
85	external capsule	UBERON:0004545	Label_uberon	external capsule	external capsule of telencephalon
85	external capsule	UBERON:0004545	Synonyms_uberon	capsula externa	brain external capsule ; capsula externa ; corpus callosum external capsule ; external capsule
85	external capsule	UBERON:0004545	Annotation: database_cross_reference	FMA:61959 ; SCTID:279300007 ; neuronames:253	BAMS:EC ; BAMS:ec ; DHBA:10573 ; DMBA:17765 ; EMAPA:35331 ; FMA:61959 ; HBA:9243 ; MA:0002896 ; MBA:579 ; NCIT:C32550 ; NLXANAT:1010013 ; SCTID:279300007 ; Wikipedia:External_capsule ; neuronames:253 
88	tapetum	UBERON:0000373	Synonyms_uberon	tapetum corporis callosi	tapetum corporis callosi ; tapetum
88	tapetum	UBERON:0000373	Annotation: database_cross_reference	FMA:77208 ; SCTID:279312006 ; neuronames:1596	DHBA:12027 ; FMA:77208 ; HBA:265504966 ; SCTID:279312006 ; Wikipedia:Tapetum_of_corpus_callosum ; neuronames:1596
